Kode_Lokasi,Nama_Lokasi,Area,Lat,Lon,C1_Aksesibilitas,C2_Kepadatan_Penduduk,C3_Infrastruktur,C4_Kompetitor,C5_Biaya_Sewa,C6_Demografi_Usia_Produktif,C7_Kedekatan_POI,Skor_SAW,Rank_SAW,Skor_TOPSIS,Rank_TOPSIS,Vektor_S_WP,Skor_WP,Rank_WP
K127,Kandidat 127 (Kawasan Pantai Boom #7),Kawasan Pantai Boom,-7.07557,112.109605,7,6073,8,8,16,56,3,0.487563562127182,93,0.43074692451732927,124,3.078898124277088,0.003861378162616579,165
K128,Kandidat 128 (Jl. KH. Agus Salim #7),Jl. KH. Agus Salim,-6.886636,112.043792,7,9377,8,8,60,35,29,0.3980586515760358,160,0.42151312701817195,132,3.9871493051627627,0.005000454914909615,110
K129,Kandidat 129 (Jl. Dr. Wahidin Sudirohusodo #7),Jl. Dr. Wahidin Sudirohusodo,-6.905822,112.037868,6,13768,6,4,37,68,26,0.5000170607696806,84,0.5010955117932803,75,5.1692388229452115,0.006482964067853684,23
K130,Kandidat 130 (Jl. Hayam Wuruk #7),Jl. Hayam Wuruk,-6.896849,112.046696,5,13867,6,40,50,72,88,0.606258146072264,24,0.6143544381542118,21,4.659012949526048,0.005843067921213458,46
K131,Kandidat 131 (Kawasan Kampus Unirow #7),Kawasan Kampus Unirow,-6.783576,111.77256,7,10684,7,4,52,43,11,0.3902096370991175,164,0.3934714685002092,149,3.6691436556910366,0.004601630393638019,137
K132,Kandidat 132 (Jl. Gajah Mada #7),Jl. Gajah Mada,-6.900072,112.054785,6,11541,6,49,41,62,92,0.6071512302152516,22,0.6064518697001381,24,4.69807494625709,0.0058920572463152295,44
K133,Kandidat 133 (Kawasan GOR Rangga Jaya #7),Kawasan GOR Rangga Jaya,-6.890014,112.006114,9,7763,7,7,59,38,11,0.34837366794614305,183,0.3565370531882714,181,3.1761612878954315,0.00398336006681195,158
K134,Kandidat 134 (Jl. RE Martadinata #7),Jl. RE Martadinata,-6.901524,112.053057,8,6469,7,45,60,33,86,0.5060825621170109,79,0.5410822106140105,58,3.870365068021621,0.004853990795334199,114
K135,Kandidat 135 (Jl. Diponegoro #7),Jl. Diponegoro,-6.876846,112.006683,6,4886,6,7,50,57,4,0.30233341355988014,199,0.34538843323157264,185,2.388599112366726,0.0029956445713525542,184
K136,Kandidat 136 (Jl. Brawijaya #7),Jl. Brawijaya,-7.077666,112.102933,5,7350,7,5,50,70,3,0.34509706302978443,185,0.361879795825372,177,2.502549557654557,0.0031385547110500726,180
K137,Kandidat 137 (Jl. Sunan Kalijaga #7),Jl. Sunan Kalijaga,-6.899933,112.060383,8,4833,7,46,61,55,86,0.5119507040292324,76,0.5330266652184069,61,3.8350893278931766,0.004809749976994654,118
K138,Kandidat 138 (Jl. Teuku Umar #7),Jl. Teuku Umar,-6.96626,111.718905,10,9712,7,20,50,51,24,0.42154674801302605,138,0.37203508499674437,169,3.6828828810297827,0.004618861345281396,133
K139,Kandidat 139 (Kawasan Manunggal #7),Kawasan Manunggal,-6.901542,112.049378,6,10601,10,39,57,65,82,0.5800773273593358,35,0.5737321648708142,41,4.481258488749916,0.005620138429738387,63
K140,Kandidat 140 (Jl. Ronggolawe #7),Jl. Ronggolawe,-6.95915,111.707911,8,11117,6,1,23,71,4,0.5992156479295669,27,0.45391580858134284,99,4.4256419331565,0.0055503873224981015,69
K141,Kandidat 141 (Jl. Basuki Rahmat #8),Jl. Basuki Rahmat,-6.85476,112.027843,8,4740,8,2,54,73,4,0.3922928732121357,163,0.3667169152061192,172,2.9592825293320253,0.0037113631158089805,170
K142,Kandidat 142 (Alun-Alun Tuban #8),Alun-Alun Tuban,-6.910532,112.063086,7,11470,9,6,51,61,25,0.4589752933350766,115,0.44647367946531347,105,4.508488009398389,0.0056542881392014814,61
K143,Kandidat 143 (Jl. Veteran #8),Jl. Veteran,-6.899373,112.047259,5,10167,7,42,58,48,83,0.5291757511890667,63,0.5576480061167918,49,4.131123042356276,0.005181018552402448,99
K144,Kandidat 144 (Jl. Letda Sucipto #8),Jl. Letda Sucipto,-6.885103,112.045446,10,11482,5,9,30,55,31,0.5043454312558897,82,0.5192283138767861,69,4.992375854774292,0.006261152635482538,34
K145,Kandidat 145 (Jl. Panglima Sudirman #8),Jl. Panglima Sudirman,-6.906516,112.008149,9,6208,9,1,51,47,6,0.4739827242379445,106,0.3827800018029143,158,3.7360694718233773,0.004685564929467908,129
K146,Kandidat 146 (Jl. Pahlawan #8),Jl. Pahlawan,-6.974061,111.717232,9,10109,7,17,29,57,21,0.4708047842686392,107,0.43928196564750027,113,4.194685004707281,0.0052607343349611365,90
K147,Kandidat 147 (Kawasan Pantai Boom #8),Kawasan Pantai Boom,-6.883316,112.0477,5,11738,5,7,30,38,21,0.42890511909379986,133,0.4735422034146479,83,4.347100088525026,0.005451884627225321,75
K148,Kandidat 148 (Jl. KH. Agus Salim #8),Jl. KH. Agus Salim,-6.901086,112.040978,10,9413,8,10,21,45,52,0.6041349978256099,25,0.6531621010412684,5,6.05743609892882,0.007596890358085813,3
K149,Kandidat 149 (Jl. Dr. Wahidin Sudirohusodo #8),Jl. Dr. Wahidin Sudirohusodo,-6.907571,112.063644,6,11186,7,20,62,39,48,0.44307854307739947,128,0.4683059303502179,85,3.9837091832764076,0.0049961405105374895,111
K150,Kandidat 150 (Jl. Hayam Wuruk #8),Jl. Hayam Wuruk,-6.89915,112.052372,10,5000,7,44,44,70,91,0.5812765896845804,34,0.5974561501951603,28,4.414183906373666,0.0055360173197828285,72
K151,Kandidat 151 (Kawasan Kampus Unirow #8),Kawasan Kampus Unirow,-7.068657,112.112765,7,4966,9,7,31,45,1,0.3582657908482405,177,0.3864409850065134,155,1.9612479359396637,0.0024596851359258254,195
K152,Kandidat 152 (Jl. Gajah Mada #8),Jl. Gajah Mada,-6.970818,111.721564,8,10638,8,19,59,65,20,0.4158765455729303,147,0.34467351873510516,186,3.4883851420683603,0.004374933390672545,146
K153,Kandidat 153 (Kawasan GOR Rangga Jaya #8),Kawasan GOR Rangga Jaya,-6.972333,111.718003,9,6483,7,19,37,70,21,0.4206207521857167,139,0.39113283925507836,151,3.7125351467386127,0.004656049523213416,131
K154,Kandidat 154 (Jl. RE Martadinata #8),Jl. RE Martadinata,-7.061502,112.006088,7,10140,8,5,36,56,39,0.505652076871207,80,0.5535015047472481,53,5.442781991205267,0.006826026284860405,13
K155,Kandidat 155 (Jl. Diponegoro #8),Jl. Diponegoro,-6.893344,112.06008,8,12184,8,28,16,66,59,0.7025224439216766,2,0.646097765872385,10,6.0723986915558354,0.007615655587104117,2
K156,Kandidat 156 (Jl. Brawijaya #8),Jl. Brawijaya,-6.903901,112.066125,9,14153,5,24,27,44,63,0.6010421191565244,26,0.6617947245055178,3,5.343913371697324,0.006702030909590996,16
K157,Kandidat 157 (Jl. Sunan Kalijaga #8),Jl. Sunan Kalijaga,-6.964221,111.706638,7,7310,5,12,60,60,10,0.3244488523893784,192,0.3243760619493977,198,2.8133489529002205,0.0035283415598883483,173
K158,Kandidat 158 (Jl. Teuku Umar #8),Jl. Teuku Umar,-6.898656,112.081524,9,11936,7,2,30,41,8,0.4945146929499555,89,0.4477309879818837,103,4.414272318412621,0.0055361282011120415,71
K159,Kandidat 159 (Kawasan Manunggal #8),Kawasan Manunggal,-6.788804,111.792081,5,11690,7,2,19,32,7,0.5211267602954971,67,0.4654598026212474,88,4.473872479154135,0.005610875318387887,64
K160,Kandidat 160 (Jl. Ronggolawe #8),Jl. Ronggolawe,-6.879395,112.010584,6,5550,7,20,44,35,17,0.32546319055474104,191,0.3328601635237688,195,3.018393248800824,0.0037854964037971847,168
K161,Kandidat 161 (Jl. Basuki Rahmat #9),Jl. Basuki Rahmat,-6.789465,111.789189,8,7888,5,2,15,46,7,0.5581868507746514,43,0.46493857972424946,89,4.660846021575096,0.005845366855473376,45
K162,Kandidat 162 (Alun-Alun Tuban #9),Alun-Alun Tuban,-6.858998,111.657869,7,11556,8,2,26,68,3,0.5168477392789507,70,0.44301358408572605,108,3.6811901882233626,0.004616738466649202,134
K163,Kandidat 163 (Jl. Veteran #9),Jl. Veteran,-6.963242,111.714184,9,12630,8,20,53,55,23,0.44720444642750057,124,0.37739780936515255,165,3.7562207131688536,0.004710837465336339,125
K164,Kandidat 164 (Jl. Letda Sucipto #9),Jl. Letda Sucipto,-6.860543,111.65611,7,5368,10,2,21,35,5,0.4767981360001037,103,0.4402352412913748,111,3.8237333181723794,0.004795507918251432,121
K165,Kandidat 165 (Jl. Panglima Sudirman #9),Jl. Panglima Sudirman,-7.067876,112.011794,6,11327,9,3,59,41,26,0.44536774048708594,126,0.4405940211470968,110,4.632079536873121,0.0058092895734848625,48
K166,Kandidat 166 (Jl. Pahlawan #9),Jl. Pahlawan,-6.8241,111.992924,5,4324,6,3,63,34,1,0.26871579550402425,200,0.3348683837452611,192,1.6825501327649428,0.002110158270238849,200
K167,Kandidat 167 (Kawasan Pantai Boom #9),Kawasan Pantai Boom,-6.887211,112.025249,9,5296,8,3,37,40,15,0.40865144170269113,153,0.42882468974501997,127,4.162609550508673,0.00522050713243634,94
K168,Kandidat 168 (Jl. KH. Agus Salim #9),Jl. KH. Agus Salim,-6.903043,112.061937,10,5413,8,36,56,66,76,0.5312229279329995,60,0.5472763650304007,56,4.161033925403459,0.0052185310734281605,95
K169,Kandidat 169 (Jl. Dr. Wahidin Sudirohusodo #9),Jl. Dr. Wahidin Sudirohusodo,-7.088006,112.103151,9,13801,10,1,17,63,1,0.7036170705985216,1,0.4682453981000902,86,3.6291745421739536,0.004551503414477172,140
K170,Kandidat 170 (Jl. Hayam Wuruk #9),Jl. Hayam Wuruk,-6.894154,112.042355,7,8376,6,13,61,56,66,0.48638976075853335,94,0.5749757297542827,39,4.535484686748185,0.005688145829899249,55
K171,Kandidat 171 (Kawasan Kampus Unirow #9),Kawasan Kampus Unirow,-6.895407,112.048264,8,5433,9,42,25,72,91,0.6515859436850977,9,0.6492652758231139,9,5.18911601137788,0.006507892902212614,22
K172,Kandidat 172 (Jl. Gajah Mada #9),Jl. Gajah Mada,-6.906865,112.052178,7,14374,6,19,23,34,50,0.5757376627531168,37,0.6158537817554148,20,5.304431684843237,0.006652515233109354,18
K173,Kandidat 173 (Kawasan GOR Rangga Jaya #9),Kawasan GOR Rangga Jaya,-6.897561,112.040248,10,13047,5,6,29,71,55,0.6125027945380673,18,0.6786264156203204,1,6.369298750624184,0.00798801068243072,1
K174,Kandidat 174 (Jl. RE Martadinata #9),Jl. RE Martadinata,-6.904044,112.057481,10,13110,5,44,38,46,76,0.5931045540500436,29,0.5909902844767762,32,4.729952787855821,0.005932036614404778,41
K175,Kandidat 175 (Jl. Diponegoro #9),Jl. Diponegoro,-6.893752,112.043781,5,8870,8,20,40,49,70,0.5227028889245043,65,0.6509149664005986,8,4.780053916960737,0.0059948705887811074,39
K176,Kandidat 176 (Jl. Brawijaya #9),Jl. Brawijaya,-6.908239,112.167282,5,13403,8,3,19,44,7,0.534536561439449,57,0.46978605396459244,84,4.459219796457671,0.005592498760702608,65
K177,Kandidat 177 (Jl. Sunan Kalijaga #9),Jl. Sunan Kalijaga,-6.896274,112.059349,9,13016,7,46,43,34,82,0.5919329885228684,30,0.5893541287867756,33,4.616146063318449,0.00578930672106324,53
K178,Kandidat 178 (Jl. Teuku Umar #9),Jl. Teuku Umar,-6.885744,112.006273,7,9683,8,11,59,64,14,0.3872425958359252,168,0.3565770118686007,180,3.3650487681032604,0.0042202519553467275,150
K179,Kandidat 179 (Kawasan Manunggal #9),Kawasan Manunggal,-7.085768,111.969519,9,10814,9,3,42,64,7,0.46147395825615944,114,0.4134582051941802,140,3.8626072388732804,0.0048442613691389936,115
K180,Kandidat 180 (Jl. Ronggolawe #9),Jl. Ronggolawe,-6.901408,112.04618,6,5204,7,38,59,56,77,0.48000976972733483,100,0.5304846164963976,63,3.825722023352432,0.004798002038694583,120
K181,Kandidat 181 (Jl. Basuki Rahmat #10),Jl. Basuki Rahmat,-6.901469,112.053095,10,7786,8,45,21,36,87,0.6618850598526596,6,0.6398372296962194,12,5.336332130481296,0.006692522949893896,17
K182,Kandidat 182 (Alun-Alun Tuban #10),Alun-Alun Tuban,-6.902266,112.054557,9,12517,7,46,45,54,83,0.6067130215727801,23,0.5888544575659344,34,4.715977349803426,0.005914509418268273,42
K183,Kandidat 183 (Jl. Veteran #10),Jl. Veteran,-6.887702,112.051256,5,6219,7,16,44,70,29,0.3946404240686483,162,0.4158010341019785,136,3.751692019138389,0.004705157835959672,126
K184,Kandidat 184 (Jl. Letda Sucipto #10),Jl. Letda Sucipto,-7.078185,112.120271,6,5903,8,3,27,60,1,0.4120802729244564,149,0.41383341305856075,139,2.3429023630788692,0.002938334318567193,186
K185,Kandidat 185 (Jl. Panglima Sudirman #10),Jl. Panglima Sudirman,-7.079179,112.117301,7,13677,7,6,60,58,1,0.386965290602588,169,0.36196950184491367,176,1.962251416268233,0.00246094364363571,194
K186,Kandidat 186 (Jl. Pahlawan #10),Jl. Pahlawan,-7.090196,111.969321,10,5564,6,3,48,55,8,0.3775948002268741,173,0.383196554610829,157,3.4015563025171343,0.004266037619719693,149
K187,Kandidat 187 (Kawasan Pantai Boom #10),Kawasan Pantai Boom,-6.87912,112.012339,9,4507,6,20,44,38,18,0.33628364035032243,190,0.33653534376550326,190,3.0496194402126804,0.0038246585094442293,167
K188,Kandidat 188 (Jl. KH. Agus Salim #10),Jl. KH. Agus Salim,-7.091873,111.958052,8,12939,9,2,42,46,3,0.4684266848130667,110,0.4115824762799958,142,3.287827705008242,0.0041234057088347055,153
K189,Kandidat 189 (Jl. Dr. Wahidin Sudirohusodo #10),Jl. Dr. Wahidin Sudirohusodo,-6.928919,112.064675,10,8584,9,2,34,63,4,0.48230557304992255,98,0.4200122058296839,133,3.6570656842517963,0.004586482891745555,138
K190,Kandidat 190 (Jl. Hayam Wuruk #10),Jl. Hayam Wuruk,-7.096886,111.969381,9,10991,7,2,31,43,6,0.47806954142718006,101,0.43617369372987935,115,4.046794993643602,0.005075259130475605,104
K191,Kandidat 191 (Kawasan Kampus Unirow #10),Kawasan Kampus Unirow,-6.836807,112.006337,5,11573,7,1,36,57,5,0.518564694027342,68,0.42635014190114395,130,4.043023281909445,0.005070528865056583,105
K192,Kandidat 192 (Jl. Gajah Mada #10),Jl. Gajah Mada,-7.077867,112.111904,5,9853,9,9,61,60,3,0.3484511262617657,182,0.3341402771660933,193,2.3035989950442963,0.00288904227936352,187
K193,Kandidat 193 (Kawasan GOR Rangga Jaya #10),Kawasan GOR Rangga Jaya,-6.891944,112.055772,7,12454,6,32,26,38,47,0.5316487444805699,59,0.5309218040383902,62,4.658132104916984,0.005841963216218097,47
K194,Kandidat 194 (Jl. RE Martadinata #10),Jl. RE Martadinata,-6.880773,112.013586,5,11313,7,20,46,42,21,0.38824360714069533,166,0.3723300513246251,168,3.474245676844436,0.004357200481026644,147
K195,Kandidat 195 (Jl. Diponegoro #10),Jl. Diponegoro,-6.789925,111.788336,8,13145,7,2,18,48,8,0.5881303300594867,32,0.4785310362449654,79,5.089990122306217,0.006383574874151473,29
K196,Kandidat 196 (Jl. Brawijaya #10),Jl. Brawijaya,-7.109836,111.960154,6,3538,8,5,43,60,9,0.34093163387296493,187,0.38225282069233657,159,3.112449294876667,0.003903456124359421,162
K197,Kandidat 197 (Jl. Sunan Kalijaga #10),Jl. Sunan Kalijaga,-6.777909,111.7796,7,5323,5,6,28,51,14,0.3885810068740368,165,0.43513782900830666,118,3.839791659578392,0.004815647372799828,117
K198,Kandidat 198 (Jl. Teuku Umar #10),Jl. Teuku Umar,-7.077869,112.112199,8,9158,9,9,58,59,3,0.3665384250054227,175,0.3371560193523708,188,2.3894092671916924,0.0029966606212584596,183
K199,Kandidat 199 (Kawasan Manunggal #10),Kawasan Manunggal,-6.890454,112.070059,8,9946,7,2,34,37,26,0.4971618241720691,87,0.49911208729858975,77,5.486814567699666,0.006881249427184784,9
K200,Kandidat 200 (Jl. Ronggolawe #10),Jl. Ronggolawe,-6.893276,112.05213,9,9126,7,42,52,46,74,0.530547745708233,61,0.5397609971485376,59,4.235159429755405,0.005311495046981117,89
